sample_id,sra_study,bioproject
SAMN05414901,SRP080787,PRJNA328899
SAMN09382693,SRP150069,PRJNA475246
SAMEA6591492,ERP120058,PRJEB36820
SAMN15823260,SRP277469,PRJNA656577
SAMN05615108,SRP082656,PRJNA339914
SAMN07498126,SRP115355,PRJNA397906
SAMN07200363,SRP108708,PRJNA385949
SAMEA2737755,ERP006678,PRJEB6997
SAMN06619237,SRP102150,PRJNA379741
SAMN09382454,SRP150069,PRJNA475246
SAMEA104142117,ERP023788,PRJEB21528
SAMN09382480,SRP150069,PRJNA475246
SAMN13221620,SRP228703,PRJNA588035
SAMN04126176,SRP064400,PRJNA297252
SAMN03025657,SRP002480,PRJNA46333
SAMN00041479,SRP002395,PRJNA48333
SAMN05525442,SRP078001,PRJNA322188
SAMN03025682,SRP002480,PRJNA46333
SAMN00032780,SRP002012,PRJNA48477
SAMEA12111341,ERP134027,PRJEB49516
SAMN03283294,SRP052307,PRJNA268964
SAMN00043843,SRP002395,PRJNA48333
SAMEA39883918,ERP020739,PRJEB18780
SAMN11978184,SRP200814,PRJNA547717
SAMEA2158190,ERP003612,PRJEB4336
SAMN09781711,SRP156699,PRJNA485056
SAMEA3182082,ERP009131,PRJEB8094
SAMEA2144588,ERP003612,PRJEB4336
SAMEA3136747,ERP008729,PRJEB7774
SAMN10093377,SRP164774,PRJNA491335
SAMN00037274,SRP175119,PRJNA510571
SAMN09382604,SRP150069,PRJNA475246
SAMN10781840,SRP182132,PRJNA516054
SAMN12619388,SRP219080,PRJNA561510
SAMEA3449283,ERP010700,PRJEB9576
SAMEA4545469,ERP019502,PRJEB17632
SAMEA6870469,ERP122062,PRJEB38625
SAMEA6870524,ERP122062,PRJEB38625
SAMN03922533,SRP062282,PRJNA290729
SAMN08335923,SRP128485,PRJNA429097
SAMN02334362,SRP029441,PRJNA217052
SAMEA13321906,ERP125872,PRJEB42013
SAMN09781720,SRP156699,PRJNA485056
SAMN06350184,SRP100409,PRJNA352475
SAMN10093372,SRP164774,PRJNA491335
SAMEA4719784,ERP109040,PRJEB27005
SAMN16673307,SRP292135,PRJNA672867
SAMEA1906558,ERP002469,PRJEB1786
SAMN09382575,SRP150069,PRJNA475246
SAMN22443707,SRP340838,PRJNA770295
SAMEA3136730,ERP008729,PRJEB7774
SAMEA3449259,ERP010700,PRJEB9576
SAMEA40064668,ERP020739,PRJEB18780
SAMN10285300,SRP126540,PRJNA421881
SAMN14366091,SRP252566,PRJNA612291
SAMN04261212,SRP066479,PRJNA300541
SAMEA5054098,ERP111669,PRJEB29373
SAMEA110061192,ERP138197,PRJEB53401
SAMN10407345,SRP168387,PRJNA504891
SAMN09781721,SRP156699,PRJNA485056
SAMN17372224,SRP302170,PRJNA692830
SAMEA3449236,ERP010700,PRJEB9576
SAMEA3882504,ERP013827,PRJEB12357
SAMEA2338667,ERP004605,PRJEB5224
SAMN06350231,SRP100409,PRJNA352475
SAMN08335072,SRP128485,PRJNA429097
SAMEA4817937,ERP110064,PRJEB27928
SAMN03922495,SRP062282,PRJNA290729
SAMEA112657462,ERP136418,PRJEB51776
SAMN06328422,SRP100446,PRJNA373901
SAMN09382681,SRP150069,PRJNA475246
SAMEA104142184,ERP023788,PRJEB21528
SAMN03922518,SRP062282,PRJNA290729
SAMN00792117,SRP008047,PRJNA422434
SAMN04261271,SRP066479,PRJNA300541
SAMEA2155093,ERP003612,PRJEB4336
SAMN04261378,SRP066479,PRJNA300541
SAMEA3449243,ERP010700,PRJEB9576
SAMEA103958112,ERP019674,PRJEB17784
SAMN00715188,SRP008047,PRJNA422434
SAMN07200412,SRP108708,PRJNA385949
SAMN13221659,SRP228703,PRJNA588035
SAMN04126157,SRP064400,PRJNA297252
SAMN11977768,SRP201343,PRJNA547591
SAMEA4968213,ERP111403,PRJEB29127
SAMEA2737839,ERP006678,PRJEB6997
SAMEA2737832,ERP006678,PRJEB6997
SAMEA4719776,ERP109040,PRJEB27005
SAMN05301472,SRP077514,PRJNA327106
SAMN05710166,SRP083099,PRJNA340216
SAMN07599744,SRP116709,PRJNA399742
SAMN22443725,SRP340838,PRJNA770295
SAMEA1970465,ERP003612,PRJEB4336
SAMEA6591471,ERP120058,PRJEB36820
SAMN08392151,SRP131624,PRJNA431482
SAMN09382493,SRP150069,PRJNA475246
SAMN07449076,SRP114847,PRJNA397112
SAMN08330724,SRP128485,PRJNA429097
SAMN08335050,SRP128485,PRJNA429097
SAMN16673332,SRP292135,PRJNA672867
SAMEA12111351,ERP134027,PRJEB49516
SAMN10093259,SRP164774,PRJNA491335
SAMEA2152591,ERP003612,PRJEB4336
SAMN08392138,SRP131624,PRJNA431482
SAMEA3951657,ERP015450,PRJEB13870
SAMEA6870565,ERP122062,PRJEB38625
SAMEA110061110,ERP138197,PRJEB53401
SAMN00715141,SRP008047,PRJNA422434
SAMEA3951733,ERP015450,PRJEB13870
SAMN07200349,SRP108708,PRJNA385949
SAMN09382556,SRP150069,PRJNA475246
SAMEA6870496,ERP122062,PRJEB38625
SAMN08335119,SRP128485,PRJNA429097
SAMN04261305,SRP066479,PRJNA300541
SAMN16673272,SRP292135,PRJNA672867
SAMEA3879579,ERP013933,PRJEB12449
SAMEA4545430,ERP019502,PRJEB17632
SAMN07200334,SRP108708,PRJNA385949
SAMN22443624,SRP340838,PRJNA770295
SAMN03398839,SRP056054,PRJNA231909
SAMN16673334,SRP292135,PRJNA672867
SAMEA3449265,ERP010700,PRJEB9576
SAMEA13321865,ERP125872,PRJEB42013
SAMN21886401,SRP339782,PRJNA762360
SAMN09781726,SRP156699,PRJNA485056
SAMN00715233,SRP008047,PRJNA422434
SAMN07449032,SRP114847,PRJNA397112
SAMN12619399,SRP219080,PRJNA561510
SAMEA4968149,ERP111403,PRJEB29127
SAMN06972316,SRP107323,PRJNA379120
SAMEA5054129,ERP111669,PRJEB29373
SAMEA3178944,ERP008729,PRJEB7774
SAMN16673290,SRP292135,PRJNA672867
SAMN13221594,SRP228703,PRJNA588035
SAMEA3541476,ERP012177,PRJEB10878
SAMEA3879564,ERP013933,PRJEB12449
SAMN07199856,SRP108708,PRJNA385949
SAMN16673191,SRP292135,PRJNA672867
SAMEA104416284,ERP104577,PRJEB22863
SAMEA39979168,ERP020739,PRJEB18780
SAMN13221646,SRP228703,PRJNA588035
SAMN20395408,SRP329840,PRJNA749645
SAMN11977857,SRP201343,PRJNA547591
SAMN00043355,SRP175119,PRJNA510571
SAMN03418268,SRP056480,PRJNA278393
SAMN10908421,SRP157939,PRJNA486009
SAMN13221628,SRP228703,PRJNA588035
SAMN16673214,SRP292135,PRJNA672867
SAMN18473855,SRP312284,PRJNA716780
SAMEA5054094,ERP111669,PRJEB29373
SAMN06350091,SRP100409,PRJNA352475
SAMEA110061355,ERP138199,PRJEB53403
SAMEA12111367,ERP134027,PRJEB49516
SAMEA3951713,ERP015450,PRJEB13870
SAMEA3449320,ERP010700,PRJEB9576
SAMN02334342,SRP029441,PRJNA217052
SAMN03401178,SRP056054,PRJNA231909
SAMEA4431980,ERP017091,PRJEB15371
SAMN00035160,ERP016024,PRJEB14383
SAMEA6870464,ERP122062,PRJEB38625
SAMN02334167,SRP029441,PRJNA217052
SAMEA104416329,ERP104577,PRJEB22863
SAMEA3136737,ERP008729,PRJEB7774
SAMEA4545473,ERP019502,PRJEB17632
SAMEA2338634,ERP004605,PRJEB5224
SAMEA6870484,ERP122062,PRJEB38625
SAMN02333980,SRP029441,PRJNA217052
SAMN17250494,SRP300787,PRJNA690543
SAMN02334355,SRP029441,PRJNA217052
SAMN03399887,SRP056054,PRJNA231909
SAMN13221607,SRP228703,PRJNA588035
SAMN16673215,SRP292135,PRJNA672867
SAMN05414961,SRP080787,PRJNA328899
SAMEA5054131,ERP111669,PRJEB29373
SAMN06115479,SRP095060,PRJNA356225
SAMN11977880,SRP201343,PRJNA547591
SAMN08335031,SRP128485,PRJNA429097
SAMN11265256,SRP189572,PRJNA529124
SAMN11977749,SRP201343,PRJNA547591
SAMEA3449186,ERP010700,PRJEB9576
SAMEA3951780,ERP015450,PRJEB13870
SAMN04261358,SRP066479,PRJNA300541
SAMN07199833,SRP108708,PRJNA385949
SAMN11418654,SRP199213,PRJNA531203
SAMEA3449380,ERP010700,PRJEB9576
SAMEA103958160,ERP019674,PRJEB17784
SAMEA104142193,ERP023788,PRJEB21528
SAMEA3136665,ERP008729,PRJEB7774
SAMEA6870507,ERP122062,PRJEB38625
SAMN06348137,SRP100575,PRJNA375935
SAMEA1906491,ERP002469,PRJEB1786
SAMN00715183,SRP008047,PRJNA422434
SAMEA104416317,ERP104577,PRJEB22863
SAMN05414899,SRP080787,PRJNA328899
SAMN09382455,SRP150069,PRJNA475246
SAMN16673319,SRP292135,PRJNA672867
SAMN07199872,SRP108708,PRJNA385949
SAMEA4431897,ERP017091,PRJEB15371
SAMEA4968126,ERP111403,PRJEB29127
SAMEA2737870,ERP006678,PRJEB6997
SAMEA3360661,ERP010229,PRJEB9150
SAMEA3882524,ERP013827,PRJEB12357
SAMEA3879523,ERP013933,PRJEB12449
SAMEA104416312,ERP104577,PRJEB22863
SAMEA2338672,ERP004605,PRJEB5224
SAMEA5054113,ERP111669,PRJEB29373
SAMN08392145,SRP131624,PRJNA431482
SAMN09382476,SRP150069,PRJNA475246
SAMEA14367094,ERP132229,PRJEB47909
SAMEA14367109,ERP132229,PRJEB47909
SAMN09781731,SRP156699,PRJNA485056
SAMN16673356,SRP292135,PRJNA672867
SAMEA104416210,ERP104577,PRJEB22863
SAMEA103958115,ERP019674,PRJEB17784
SAMEA3951670,ERP015450,PRJEB13870
SAMN07449057,SRP114847,PRJNA397112
SAMEA2338676,ERP004605,PRJEB5224
SAMN09781748,SRP156699,PRJNA485056
SAMN17250503,SRP300787,PRJNA690543
SAMN07449035,SRP114847,PRJNA397112
SAMN07284956,SRP110665,PRJNA392180
SAMN10908423,SRP157939,PRJNA486009
SAMN16811191,SRP292759,PRJNA678737
SAMN03287612,SRP052958,PRJNA255922
SAMEA2737849,ERP006678,PRJEB6997
SAMN11977891,SRP201343,PRJNA547591
SAMN11977783,SRP201343,PRJNA547591
SAMEA6591491,ERP120058,PRJEB36820
SAMEA4545305,ERP019502,PRJEB17632
SAMN07688544,SRP118697,PRJNA407815
SAMN17250514,SRP300787,PRJNA690543
SAMEA2338846,ERP004605,PRJEB5224
SAMN03283288,SRP052307,PRJNA268964
SAMEA4545393,ERP019502,PRJEB17632
SAMN04126299,SRP064400,PRJNA297252
SAMN10093190,SRP164774,PRJNA491335
SAMEA4545404,ERP019502,PRJEB17632
SAMN07284983,SRP110665,PRJNA392180
SAMN10888567,SRP184706,PRJNA521455
SAMN07498110,SRP115355,PRJNA397906
SAMN07199899,SRP108708,PRJNA385949
SAMN17250509,SRP300787,PRJNA690543
SAMN03283276,SRP052307,PRJNA268964
SAMN06350040,SRP100409,PRJNA352475
SAMEA6870522,ERP122062,PRJEB38625
SAMN08335083,SRP128485,PRJNA429097
SAMEA3541492,ERP012177,PRJEB10878
SAMEA2338735,ERP004605,PRJEB5224
SAMN17250427,SRP300787,PRJNA690543
SAMEA6870456,ERP122062,PRJEB38625
SAMEA39934168,ERP020739,PRJEB18780
SAMEA2737685,ERP006678,PRJEB6997
SAMN03398557,SRP056821,PRJNA277905
SAMEA6591482,ERP120058,PRJEB36820
SAMN06350437,SRP100895,PRJNA363003
SAMN18473854,SRP312284,PRJNA716780
SAMEA104416238,ERP104577,PRJEB22863
SAMN03398834,SRP056054,PRJNA231909
SAMEA4431947,ERP017091,PRJEB15371
SAMEA2153010,ERP003612,PRJEB4336
SAMEA104416327,ERP104577,PRJEB22863
SAMN02334104,SRP029441,PRJNA217052
SAMEA6870521,ERP122062,PRJEB38625
SAMEA4431891,ERP017091,PRJEB15371
SAMN05525454,SRP078001,PRJNA322188
SAMEA1906450,ERP002469,PRJEB1786
SAMN06619292,SRP102150,PRJNA379741
SAMEA4968193,ERP111403,PRJEB29127
SAMN03283261,SRP052307,PRJNA268964
SAMN06328450,SRP100446,PRJNA373901
SAMN09382654,SRP150069,PRJNA475246
SAMEA3449215,ERP010700,PRJEB9576
SAMN09382732,SRP150069,PRJNA475246
SAMEA1906474,ERP002469,PRJEB1786
SAMEA3541534,ERP012177,PRJEB10878
SAMEA110061177,ERP138197,PRJEB53401
SAMN03283257,SRP052307,PRJNA268964
SAMN03025669,SRP002480,PRJNA46333
SAMEA6870439,ERP122062,PRJEB38625
SAMEA2338774,ERP004605,PRJEB5224
SAMN22443731,SRP340838,PRJNA770295
SAMEA104335948,ERP104610,PRJEB22893
SAMEA3951714,ERP015450,PRJEB13870
SAMN09382563,SRP150069,PRJNA475246
SAMN04209223,SRP066053,PRJNA299502
SAMEA1906449,ERP002469,PRJEB1786
SAMN17250515,SRP300787,PRJNA690543
SAMN03283250,SRP052307,PRJNA268964
SAMN04261222,SRP066479,PRJNA300541
SAMEA4545557,ERP019502,PRJEB17632
SAMN05414925,SRP080787,PRJNA328899
SAMN03283291,SRP052307,PRJNA268964
SAMEA4817928,ERP110064,PRJEB27928
SAMN00068879,SRP002395,PRJNA48333
SAMEA4431962,ERP017091,PRJEB15371
SAMEA104416226,ERP104577,PRJEB22863
SAMN07449068,SRP114847,PRJNA397112
SAMEA3541555,ERP012177,PRJEB10878
SAMN06328442,SRP100446,PRJNA373901
SAMEA112657391,ERP136418,PRJEB51776
SAMEA4817974,ERP110064,PRJEB27928
SAMN10093214,SRP164774,PRJNA491335
SAMN02334146,SRP029441,PRJNA217052
SAMEA104062398,ERP022986,PRJEB20800
SAMN06112053,SRP094805,PRJNA356102
SAMN06909370,SRP107323,PRJNA379120
SAMN08335097,SRP128485,PRJNA429097
SAMN16673316,SRP292135,PRJNA672867
SAMEA4719761,ERP109040,PRJEB27005
SAMN11252262,SRP168387,PRJNA504891
SAMN06115540,SRP095060,PRJNA356225
SAMN09382703,SRP150069,PRJNA475246
SAMN06115480,SRP095060,PRJNA356225
SAMN06115520,SRP095060,PRJNA356225
SAMN08335058,SRP128485,PRJNA429097
SAMEA3951749,ERP015450,PRJEB13870
SAMN11418655,SRP199213,PRJNA531203
SAMN11252270,SRP168387,PRJNA504891
SAMEA3449334,ERP010700,PRJEB9576
SAMN17006410,SRP301755,PRJNA682730
SAMN03418272,SRP056480,PRJNA278393
SAMEA2142793,ERP003612,PRJEB4336
SAMEA12111278,ERP134027,PRJEB49516
SAMEA104142215,ERP023788,PRJEB21528
SAMEA2146682,ERP003612,PRJEB4336
SAMN14366072,SRP252566,PRJNA612291
SAMEA1906523,ERP002469,PRJEB1786
SAMEA4545297,ERP019502,PRJEB17632
SAMN04571709,SRP072561,PRJNA289586
SAMN04126108,SRP064400,PRJNA297252
SAMEA110061178,ERP138197,PRJEB53401
SAMN04126158,SRP064400,PRJNA297252
SAMN07199959,SRP108708,PRJNA385949
SAMEA2737835,ERP006678,PRJEB6997
SAMEA2155310,ERP003612,PRJEB4336
SAMN05525458,SRP078001,PRJNA322188
SAMN16673318,SRP292135,PRJNA672867
SAMEA13321903,ERP125872,PRJEB42013
SAMN10908410,SRP157939,PRJNA486009
SAMN11355275,SRP191395,PRJNA531273
SAMN04126197,SRP064400,PRJNA297252
SAMN03922482,SRP062282,PRJNA290729
SAMN07284975,SRP110665,PRJNA392180
SAMEA3182066,ERP009131,PRJEB8094
SAMEA4545431,ERP019502,PRJEB17632
SAMEA2151439,ERP003612,PRJEB4336
SAMN07200337,SRP108708,PRJNA385949
SAMN17006409,SRP301755,PRJNA682730
SAMEA3449227,ERP010700,PRJEB9576
SAMN06619282,SRP102150,PRJNA379741
SAMN10093238,SRP164774,PRJNA491335
SAMEA104142346,ERP023788,PRJEB21528
SAMEA8072163,ERP127050,PRJEB43119
SAMEA110061099,ERP138197,PRJEB53401
SAMEA13321923,ERP125872,PRJEB42013
SAMEA3136669,ERP008729,PRJEB7774
SAMEA14367145,ERP132229,PRJEB47909
SAMEA104416169,ERP104577,PRJEB22863
SAMEA3951691,ERP015450,PRJEB13870
SAMN10285323,SRP126540,PRJNA421881
SAMN04209233,SRP066053,PRJNA299502
SAMEA3541543,ERP012177,PRJEB10878
SAMN17006441,SRP301755,PRJNA682730
SAMN02334080,SRP029441,PRJNA217052
SAMEA4545387,ERP019502,PRJEB17632
SAMN03283258,SRP052307,PRJNA268964
SAMN11252257,SRP168387,PRJNA504891
SAMEA4545410,ERP019502,PRJEB17632
SAMN00037000,SRP002395,PRJNA48333
SAMEA110061143,ERP138197,PRJEB53401
SAMEA39988168,ERP020739,PRJEB18780
SAMN16673244,SRP292135,PRJNA672867
SAMEA4545448,ERP019502,PRJEB17632
SAMEA104142365,ERP023788,PRJEB21528
SAMEA110061166,ERP138197,PRJEB53401
SAMN10847166,SRP182132,PRJNA516054
SAMN22443710,SRP340838,PRJNA770295
SAMN14366095,SRP252566,PRJNA612291
SAMEA6870567,ERP122062,PRJEB38625
SAMEA2338860,ERP004605,PRJEB5224
SAMN21886389,SRP339782,PRJNA762360
SAMN06619284,SRP102150,PRJNA379741
SAMN04261146,SRP066479,PRJNA300541
SAMN06619248,SRP102150,PRJNA379741
SAMN00792018,SRP008047,PRJNA422434
SAMN06350107,SRP100409,PRJNA352475
SAMN09382719,SRP150069,PRJNA475246
SAMN06619307,SRP102150,PRJNA379741
SAMN04261179,SRP066479,PRJNA300541
SAMN09382574,SRP150069,PRJNA475246
SAMEA6591504,ERP120058,PRJEB36820
SAMN21886423,SRP339782,PRJNA762360
SAMEA3951665,ERP015450,PRJEB13870
SAMN04571721,SRP072561,PRJNA289586
SAMEA104062416,ERP022986,PRJEB20800
SAMN07200377,SRP108708,PRJNA385949
SAMN06619241,SRP102150,PRJNA379741
SAMEA104142186,ERP023788,PRJEB21528
SAMEA3951777,ERP015450,PRJEB13870
SAMN07199997,SRP108708,PRJNA385949
SAMN07449074,SRP114847,PRJNA397112
SAMN00715190,SRP008047,PRJNA422434
SAMN13221623,SRP228703,PRJNA588035
SAMEA1906531,ERP002469,PRJEB1786
SAMEA2737820,ERP006678,PRJEB6997
SAMN08335049,SRP128485,PRJNA429097
SAMN16811187,SRP292759,PRJNA678737
SAMN00038298,SRP002395,PRJNA48333
SAMN04126137,SRP064400,PRJNA297252
SAMN11978092,SRP200814,PRJNA547717
SAMEA112657392,ERP136418,PRJEB51776
SAMN06328494,SRP100446,PRJNA373901
SAMN11283158,SRP189832,PRJNA529400
SAMN06112010,SRP094805,PRJNA356102
SAMN16673226,SRP292135,PRJNA672867
SAMN03922529,SRP062282,PRJNA290729
SAMN00715228,SRP008047,PRJNA422434
SAMEA2737699,ERP006678,PRJEB6997
SAMEA4545554,ERP019502,PRJEB17632
SAMEA110061353,ERP138199,PRJEB53403
SAMN10847185,SRP182132,PRJNA516054
SAMEA13321908,ERP125872,PRJEB42013
SAMEA2157043,ERP003612,PRJEB4336
SAMEA110061224,ERP138199,PRJEB53403
SAMEA2466936,ERP005534,PRJEB6070
SAMEA3951681,ERP015450,PRJEB13870
SAMN06112020,SRP094805,PRJNA356102
SAMEA104142134,ERP023788,PRJEB21528
SAMN03418289,SRP056480,PRJNA278393
SAMN08335076,SRP128485,PRJNA429097
SAMN03922490,SRP062282,PRJNA290729
SAMN04126275,SRP064400,PRJNA297252
SAMEA104416214,ERP104577,PRJEB22863
SAMN07211166,SRP108915,PRJNA389927
SAMN16673273,SRP292135,PRJNA672867
SAMN21886380,SRP339782,PRJNA762360
SAMEA4431904,ERP017091,PRJEB15371
SAMN06115487,SRP095060,PRJNA356225
SAMN10908436,SRP157939,PRJNA486009
SAMEA4545462,ERP019502,PRJEB17632
SAMEA104416289,ERP104577,PRJEB22863
SAMEA104142190,ERP023788,PRJEB21528
SAMEA39947668,ERP020739,PRJEB18780
SAMEA4431967,ERP017091,PRJEB15371
SAMEA2737767,ERP006678,PRJEB6997
SAMEA3541498,ERP012177,PRJEB10878
SAMN22443609,SRP340838,PRJNA770295
SAMN11977884,SRP201343,PRJNA547591
SAMN05525418,SRP078001,PRJNA322188
SAMN07199933,SRP108708,PRJNA385949
SAMN07599724,SRP116709,PRJNA399742
SAMEA12111320,ERP134027,PRJEB49516
SAMEA110061257,ERP138199,PRJEB53403
SAMEA1877331,ERP001956,PRJEB1775
SAMN06111961,SRP094805,PRJNA356102
SAMEA2466923,ERP005534,PRJEB6070
SAMEA2466944,ERP005534,PRJEB6070
SAMN06328443,SRP100446,PRJNA373901
SAMEA6591450,ERP120058,PRJEB36820
SAMN06350437,SRP100410,PRJNA376098
SAMN02919213,SRP044400,PRJNA255439
SAMN11265251,SRP189572,PRJNA529124
SAMEA104142271,ERP023788,PRJEB21528
SAMN03287628,SRP052958,PRJNA255922
SAMEA6870621,ERP122062,PRJEB38625
SAMN03398530,SRP056821,PRJNA277905
SAMEA4431909,ERP017091,PRJEB15371
SAMN07199925,SRP108708,PRJNA385949
SAMN08335092,SRP128485,PRJNA429097
SAMN09833095,SRP157939,PRJNA486009
SAMEA3360670,ERP010229,PRJEB9150
SAMN04126298,SRP064400,PRJNA297252
SAMN07449003,SRP114847,PRJNA397112
SAMN05525348,SRP078001,PRJNA322188
SAMN07200396,SRP108708,PRJNA385949
SAMEA1877323,ERP001956,PRJEB1775
SAMN06350023,SRP100409,PRJNA352475
SAMEA104142256,ERP023788,PRJEB21528
SAMN06350061,SRP100409,PRJNA352475
SAMN06909384,SRP107323,PRJNA379120
SAMN20395379,SRP329840,PRJNA749645
SAMN06350062,SRP100409,PRJNA352475
SAMN06350214,SRP100409,PRJNA352475
SAMN06350442,SRP100895,PRJNA363003
SAMEA104416156,ERP104577,PRJEB22863
SAMN05525398,SRP078001,PRJNA322188
SAMN04261329,SRP066479,PRJNA300541
SAMN22443363,SRP340838,PRJNA770295
SAMEA2148733,ERP003612,PRJEB4336
SAMN12619391,SRP219080,PRJNA561510
SAMEA5054221,ERP111669,PRJEB29373
SAMN04126218,SRP064400,PRJNA297252
SAMN02334324,SRP029441,PRJNA217052
SAMEA6870575,ERP122062,PRJEB38625
SAMN00044430,SRP002395,PRJNA48333
SAMEA104416219,ERP104577,PRJEB22863
SAMN09382543,SRP150069,PRJNA475246
SAMN00076805,SRP002012,PRJNA48477
SAMEA104416300,ERP104577,PRJEB22863
SAMN00039809,SRP002395,PRJNA48333
SAMN09382701,SRP150069,PRJNA475246
SAMN00715256,SRP008047,PRJNA422434
SAMEA3136692,ERP008729,PRJEB7774
SAMN04126106,SRP064400,PRJNA297252
SAMN22443400,SRP340838,PRJNA770295
SAMEA4431921,ERP017091,PRJEB15371
SAMN03398824,SRP056054,PRJNA231909
SAMEA3951634,ERP015450,PRJEB13870
SAMN03398701,SRP056054,PRJNA231909
SAMN07211183,SRP108915,PRJNA389927
SAMEA110061241,ERP138199,PRJEB53403
SAMEA12111371,ERP134027,PRJEB49516
SAMEA104416273,ERP104577,PRJEB22863
SAMN11064155,SRP131624,PRJNA431482
SAMN06348189,SRP100575,PRJNA375935
SAMEA14367162,ERP132229,PRJEB47909
SAMEA12111282,ERP134027,PRJEB49516
SAMN00792066,SRP008047,PRJNA422434
SAMEA39981418,ERP020739,PRJEB18780
SAMN06112033,SRP094805,PRJNA356102
SAMEA104416148,ERP104577,PRJEB22863
SAMN07200328,SRP108708,PRJNA385949
SAMN09382529,SRP150069,PRJNA475246
SAMN06348111,SRP100575,PRJNA375935
SAMN03398566,SRP056821,PRJNA277905
SAMN11978131,SRP200814,PRJNA547717
SAMN09382503,SRP150069,PRJNA475246
SAMN00040305,SRP002395,PRJNA48333
SAMN03398929,SRP056054,PRJNA231909
SAMN06350228,SRP100409,PRJNA352475
SAMN05525430,SRP078001,PRJNA322188
SAMN05615116,SRP082656,PRJNA339914
SAMN10908416,SRP157939,PRJNA486009
SAMN04126237,SRP064400,PRJNA297252
SAMN09382540,SRP150069,PRJNA475246
SAMN03025525,SRP002480,PRJNA46333
SAMN03398852,SRP056054,PRJNA231909
SAMN05301494,SRP077514,PRJNA327106
SAMN00037771,SRP002395,PRJNA48333
SAMN06350065,SRP100409,PRJNA352475
SAMN09382471,SRP150069,PRJNA475246
SAMN06350030,SRP100409,PRJNA352475
SAMEA3951793,ERP015450,PRJEB13870
SAMEA40033168,ERP020739,PRJEB18780
SAMN10908428,SRP157939,PRJNA486009
SAMN09382498,SRP150069,PRJNA475246
SAMN07200389,SRP108708,PRJNA385949
SAMEA1877325,ERP001956,PRJEB1775
SAMN05301481,SRP077514,PRJNA327106
SAMN03025424,SRP002480,PRJNA46333
SAMN00084371,SRP002395,PRJNA48333
SAMN03025547,SRP002480,PRJNA46333
SAMN09382583,SRP150069,PRJNA475246
SAMN05525494,SRP078001,PRJNA322188
SAMN02334133,SRP029441,PRJNA217052
SAMN00036881,SRP002395,PRJNA48333
SAMEA13321907,ERP125872,PRJEB42013
SAMN09382653,SRP150069,PRJNA475246
SAMN03283292,SRP052307,PRJNA268964
SAMEA2737880,ERP006678,PRJEB6997
SAMEA4968210,ERP111403,PRJEB29127
SAMN02334359,SRP029441,PRJNA217052
SAMN03399867,SRP056054,PRJNA231909
SAMN06348164,SRP100575,PRJNA375935
SAMEA12111373,ERP134027,PRJEB49516
SAMN00032708,SRP002395,PRJNA48333
SAMN00034923,SRP002395,PRJNA48333
SAMN07199918,SRP108708,PRJNA385949
SAMN02334250,SRP029441,PRJNA217052
SAMN06350168,SRP100409,PRJNA352475
SAMN00045205,SRP002395,PRJNA48333
SAMN02334381,SRP029441,PRJNA217052
SAMEA2157972,ERP003612,PRJEB4336
SAMN02334278,SRP029441,PRJNA217052
SAMEA14367091,ERP132229,PRJEB47909
SAMN13221586,SRP228703,PRJNA588035
SAMEA14367116,ERP132229,PRJEB47909
SAMN02334347,SRP029441,PRJNA217052
SAMEA4545407,ERP019502,PRJEB17632
SAMEA104142321,ERP023788,PRJEB21528
SAMN04126296,SRP064400,PRJNA297252
SAMN00038522,SRP002395,PRJNA48333
SAMEA104142243,ERP023788,PRJEB21528
SAMEA3449335,ERP010700,PRJEB9576
SAMEA8072303,ERP127050,PRJEB43119
SAMN06619304,SRP102150,PRJNA379741
SAMN07498116,SRP115355,PRJNA397906
SAMEA4968194,ERP111403,PRJEB29127
SAMN00081568,SRP002395,PRJNA48333
SAMEA104416177,ERP104577,PRJEB22863
SAMEA112657342,ERP136418,PRJEB51776
SAMEA2338813,ERP004605,PRJEB5224
SAMN02334406,SRP029441,PRJNA217052
SAMN03283293,SRP052307,PRJNA268964
SAMEA1877340,ERP001956,PRJEB1775
SAMN07449039,SRP114847,PRJNA397112
SAMEA3136724,ERP008729,PRJEB7774
SAMEA4545284,ERP019502,PRJEB17632
SAMN06350232,SRP100409,PRJNA352475
SAMN10781910,SRP182132,PRJNA516054
SAMEA104142427,ERP023788,PRJEB21528
SAMEA2338816,ERP004605,PRJEB5224
SAMN17006412,SRP301755,PRJNA682730
SAMEA104142384,ERP023788,PRJEB21528
SAMEA2737718,ERP006678,PRJEB6997
SAMN06619295,SRP102150,PRJNA379741
SAMEA3541585,ERP012177,PRJEB10878
SAMN03922530,SRP062282,PRJNA290729
SAMN13221639,SRP228703,PRJNA588035
SAMN03025489,SRP002480,PRJNA46333
SAMN03025646,SRP002480,PRJNA46333
SAMN03025401,SRP002480,PRJNA46333
SAMN03025598,SRP002480,PRJNA46333
SAMEA4817932,ERP110064,PRJEB27928
SAMN20395389,SRP329840,PRJNA749645
SAMN06350207,SRP100409,PRJNA352475
SAMN03398546,SRP056821,PRJNA277905
SAMN03025675,SRP002480,PRJNA46333
SAMN03287604,SRP052958,PRJNA255922
SAMN05414969,SRP080787,PRJNA328899
SAMN03025581,SRP002480,PRJNA46333
SAMN03398527,SRP056821,PRJNA277905
SAMEA2467041,ERP005534,PRJEB6070
SAMN02334397,SRP029441,PRJNA217052
